block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_ratio,aic_cube_fp16_ratio,aic_cube_int8_ratio,aic_cube_fops,aic_cube_total_instr_number,aic_cube_fp_instr_number,aic_cube_int_instr_number,aiv_time(us),aiv_total_cycles,aiv_vec_ratio,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_int16_ratio,aiv_vec_misc_ratio,aiv_vec_fops,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.054445,36098,0.075461,0.000000,0.000000,0.000000,0.058397,0.017037,114272,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.347221,36625,0.074375,0.000000,0.000000,0.000000,0.057556,0.016792,114272,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.076111,36137,0.075380,0.000000,0.000000,0.000000,0.058334,0.017019,114272,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.251112,38252,0.071212,0.000000,0.000000,0.000000,0.055108,0.016078,114272,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.448889,38608,0.070555,0.000000,0.000000,0.000000,0.054600,0.015929,114272,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.271111,36488,0.074655,0.000000,0.000000,0.000000,0.057772,0.016855,114272,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.718334,37293,0.073043,0.000000,0.000000,0.000000,0.056525,0.016491,114272,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.768888,37384,0.072865,0.000000,0.000000,0.000000,0.056388,0.016451,114272,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.639444,37151,0.073322,0.000000,0.000000,0.000000,0.056741,0.016554,114272,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.318333,36573,0.074481,0.000000,0.000000,0.000000,0.057638,0.016816,114272,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.811111,37460,0.072718,0.000000,0.000000,0.000000,0.056273,0.016418,114272,
24,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.655556,38980,0.069882,0.000000,0.000000,0.000000,0.054079,0.015777,114272,
25,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.528889,38752,0.070293,0.000000,0.000000,0.000000,0.054397,0.015870,114272,
26,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.965555,39538,0.068896,0.000000,0.000000,0.000000,0.053316,0.015555,114272,
27,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.645555,38962,0.069914,0.000000,0.000000,0.000000,0.054104,0.015785,114272,
28,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.416666,38550,0.070661,0.000000,0.000000,0.000000,0.054682,0.015953,114272,
29,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.011667,39621,0.068751,0.000000,0.000000,0.000000,0.053204,0.015522,114272,
30,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.703333,35466,0.076806,0.000000,0.000000,0.000000,0.059437,0.017341,114272,
31,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.543888,38779,0.070244,0.000000,0.000000,0.000000,0.054359,0.015859,114272,
32,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.408890,40336,0.067533,0.000000,0.000000,0.000000,0.052261,0.015247,114272,
33,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.086111,39755,0.068520,0.000000,0.000000,0.000000,0.053025,0.015470,114272,
34,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.044445,39680,0.068649,0.000000,0.000000,0.000000,0.053125,0.015499,114272,
35,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.067223,41521,0.065605,0.000000,0.000000,0.000000,0.050769,0.014812,114272,
36,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.768888,40984,0.066465,0.000000,0.000000,0.000000,0.051435,0.015006,114272,
37,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.457222,40423,0.067387,0.000000,0.000000,0.000000,0.052149,0.015214,114272,
38,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.967777,39542,0.068889,0.000000,0.000000,0.000000,0.053310,0.015553,114272,
39,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.720555,19297,0.055760,0.000000,0.000000,0.000000,0.042545,0.013163,44128,
